,reward
478,-574.0
479,464.0
480,-614.0
481,-578.0
482,459.0
483,420.0
484,-564.0
485,459.0
486,-613.0
487,427.0
488,-564.0
489,-570.0
490,463.0
491,-565.0
492,459.0
493,474.0
494,-578.0
495,456.0
496,-570.0
497,441.0
498,-582.0
499,456.0
500,470.0
501,-555.0
502,460.0
503,-567.0
504,451.0
505,399.0
506,-565.0
507,-585.0
508,460.0
509,426.0
510,464.0
511,-567.0
512,-577.0
513,456.0
514,463.0
515,-555.0
516,-575.0
517,-573.0
518,-581.0
519,472.0
520,457.0
521,445.0
522,459.0
523,-554.0
524,472.0
525,458.0
526,-557.0
527,459.0
528,446.0
529,404.0
530,463.0
531,423.0
532,-614.0
533,-579.0
534,-593.0
535,456.0
536,-626.0
537,467.0
538,-612.0
539,464.0
540,-565.0
541,-591.0
542,447.0
543,-563.0
544,465.0
545,463.0
546,-593.0
547,440.0
548,-576.0
549,465.0
550,-565.0
551,-581.0
552,-589.0
553,460.0
554,-575.0
555,-587.0
556,481.0
557,-557.0
558,-574.0
559,482.0
560,-551.0
561,429.0
562,-574.0
563,454.0
564,445.0
565,389.0
566,401.0
567,-566.0
568,-569.0
569,468.0
570,460.0
571,-590.0
572,467.0
573,-562.0
574,462.0
575,431.0
576,-560.0
577,434.0
578,-567.0
579,-567.0
580,444.0
581,478.0
582,-601.0
583,483.0
584,436.0
585,419.0
586,444.0
587,442.0
588,-602.0
589,425.0
590,416.0
591,-624.0
592,453.0
593,-571.0
594,461.0
595,455.0
596,-570.0
597,456.0
598,-617.0
599,432.0
600,-555.0
601,436.0
602,461.0
603,-593.0
604,-579.0
605,462.0
606,-566.0
607,445.0
608,389.0
609,-561.0
610,-580.0
611,453.0
612,448.0
613,-569.0
614,476.0
615,456.0
616,-552.0
617,457.0
618,420.0
619,-585.0
620,436.0
621,444.0
622,444.0
623,-590.0
624,458.0
625,421.0
626,465.0
627,386.0
628,-550.0
629,421.0
630,414.0
631,465.0
632,450.0
633,426.0
634,439.0
635,-595.0
636,385.0
637,-588.0
638,-576.0
639,441.0
640,-559.0
641,450.0
642,455.0
643,451.0
644,463.0
645,437.0
646,423.0
647,-641.0
648,473.0
649,466.0
650,-568.0
651,456.0
652,-603.0
653,467.0
654,464.0
655,-592.0
656,445.0
657,378.0
658,430.0
659,453.0
660,-663.0
661,416.0
662,-551.0
663,433.0
664,-604.0
665,430.0
666,445.0
667,448.0
668,457.0
669,466.0
670,457.0
671,435.0
672,-630.0
673,448.0
674,-581.0
675,427.0
676,408.0
677,446.0
678,-562.0
679,426.0
680,-554.0
681,435.0
682,417.0
683,388.0
684,464.0
685,448.0
686,437.0
687,410.0
688,-571.0
689,-580.0
690,-580.0
691,381.0
692,434.0
693,430.0
694,403.0
695,440.0
696,-620.0
697,458.0
698,-571.0
699,458.0
700,-591.0
701,444.0
702,409.0
703,459.0
704,427.0
705,459.0
706,447.0
707,426.0
708,-605.0
709,414.0
710,437.0
711,443.0
712,-583.0
713,465.0
714,446.0
715,460.0
716,-608.0
717,-641.0
718,465.0
719,414.0
720,-577.0
721,-587.0
722,-578.0
723,449.0
724,-596.0
725,452.0
726,440.0
727,-622.0
728,478.0
729,-551.0
730,460.0
731,469.0
732,461.0
733,-565.0
734,-596.0
735,425.0
736,-554.0
737,432.0
738,435.0
739,423.0
740,459.0
741,406.0
742,427.0
743,441.0
744,396.0
745,-617.0
746,-596.0
747,-587.0
748,451.0
749,-622.0
750,456.0
751,-686.0
752,-585.0
753,481.0
754,-550.0
755,-617.0
756,-647.0
757,-569.0
758,-569.0
759,451.0
760,385.0
761,-595.0
762,479.0
763,461.0
764,422.0
765,-616.0
766,-573.0
767,459.0
768,-571.0
769,-569.0
770,461.0
771,430.0
772,-656.0
773,466.0
774,435.0
775,-603.0
776,445.0
777,407.0
778,418.0
779,437.0
780,400.0
781,-617.0
782,-567.0
783,459.0
784,434.0
785,413.0
786,-557.0
787,411.0
788,434.0
789,431.0
790,-609.0
791,454.0
792,-639.0
793,461.0
794,464.0
795,468.0
796,430.0
797,441.0
798,447.0
799,-567.0
800,463.0
801,435.0
802,-561.0
803,471.0
804,-578.0
805,-594.0
806,-576.0
807,452.0
808,454.0
809,414.0
810,-610.0
811,-577.0
812,468.0
813,414.0
814,-611.0
815,460.0
816,-617.0
817,445.0
818,410.0
819,399.0
820,450.0
821,-590.0
822,452.0
823,456.0
824,-647.0
825,467.0
826,-584.0
827,437.0
828,-558.0
829,470.0
830,-560.0
831,467.0
832,464.0
833,-575.0
834,453.0
835,420.0
836,470.0
837,-573.0
838,452.0
839,411.0
840,447.0
841,436.0
842,450.0
843,366.0
844,-564.0
845,443.0
846,-595.0
847,433.0
848,-579.0
849,441.0
850,430.0
851,-610.0
852,446.0
853,-560.0
854,-585.0
855,477.0
856,436.0
857,-558.0
858,-580.0
859,-582.0
860,450.0
861,-577.0
862,462.0
863,-618.0
864,468.0
865,442.0
866,-566.0
867,-581.0
868,467.0
869,402.0
870,-616.0
871,-581.0
872,-579.0
873,449.0
874,450.0
875,-563.0
876,-580.0
877,-567.0
878,-581.0
879,468.0
880,-569.0
881,464.0
882,437.0
883,429.0
884,448.0
885,-619.0
886,469.0
887,-573.0
888,464.0
889,-625.0
890,-585.0
891,457.0
892,457.0
893,432.0
894,-571.0
895,449.0
896,425.0
897,460.0
898,-606.0
899,-575.0
900,462.0
901,461.0
902,-558.0
903,-591.0
904,444.0
905,442.0
906,440.0
907,443.0
908,462.0
909,451.0
910,420.0
911,-633.0
912,449.0
913,440.0
914,-598.0
915,-572.0
916,466.0
917,443.0
918,421.0
919,-591.0
920,-576.0
921,470.0
922,-576.0
923,447.0
924,427.0
925,429.0
926,-576.0
927,461.0
928,-567.0
929,468.0
930,-571.0
931,453.0
932,-585.0
933,461.0
934,-559.0
935,-587.0
936,421.0
937,-615.0
938,468.0
939,428.0
940,440.0
941,468.0
942,-568.0
943,-573.0
944,486.0
945,465.0
946,433.0
947,428.0
948,423.0
949,435.0
950,455.0
951,-553.0
952,456.0
953,-569.0
954,460.0
955,446.0
956,-552.0
957,479.0
958,-550.0
959,466.0
960,-570.0
961,457.0
962,430.0
963,443.0
964,-575.0
965,463.0
966,468.0
967,448.0
968,-580.0
969,460.0
970,467.0
971,453.0
972,423.0
973,460.0
974,-592.0
975,458.0
976,-592.0
977,465.0
978,462.0
979,473.0
980,-610.0
981,457.0
982,-582.0
983,-574.0
984,468.0
985,-599.0
986,-580.0
987,460.0
988,-569.0
989,464.0
990,462.0
991,-551.0
992,468.0
993,462.0
994,-556.0
995,456.0
996,454.0
997,442.0
998,446.0
999,-553.0
1000,449.0
