,robot_y
12902,-0.761393601379325
12903,-0.8041838692107708
12904,-0.8306381097213128
12905,-0.8626530731326483
12906,-0.8877732931125737
12907,-0.9240611117839115
12908,-0.9615525898775308
12909,-0.9957105975169119
12910,-1.0236414694441822
12911,-1.0630841991152582
12912,-1.0901537124853196
12913,-1.1579883858952942
12914,-1.205313515069669
12915,-1.2483689955884516
12916,-1.2844574139407607
12917,-1.3296956723646869
12918,-1.3590586438032737
12919,-1.3875061288054282
12920,-1.4117039789233332
12921,-1.461330465961354
12922,-1.5072422273569412
12923,-1.5860354313612457
12924,-1.6201302638609048
12925,-1.662609715413291
12926,-1.6999859109711322
12927,-1.7200577984629641
12928,-1.7564180090024404
12929,-1.7905619219815367
12930,-1.7956746698077664
12931,-1.8009717198091935
12932,-1.8106325213636736
12933,-1.8105587510801804
12934,-1.810531157748624
12935,-1.8102098126595125
12936,-1.8105326435735483
12937,-1.810535396853435
12938,-1.8105356242208708
12939,-1.8105336914896841
12940,-1.810531888255104
12941,-1.8105345049233041
12942,-1.8105332202532922
12943,-1.8105358337789914
12944,-1.810534029407819
12945,-1.8105331491702243
12946,-1.8105349852799657
12947,-1.8105251937480478
12948,-1.8105366632397848
12949,-1.8105319783774125
12950,-1.810534783802117
12951,-1.8105326093808587
12952,-1.810532645268568
12953,-1.8105348264145456
12954,-1.8105325975421538
12955,-1.8105348585516614
12956,-1.8105346618373948
12957,-1.810531175901872
12958,-1.810534507460135
12959,-1.8105350522255321
12960,-1.8105368360104688
12961,-1.8105353196965908
12962,-1.810379601180683
12963,-1.8105361037924854
12964,-1.8105324309688478
12965,-1.8105329753582464
12966,-1.8105342972317073
12967,-1.8105356116797044
12968,-1.8105345381999907
12969,-1.8105363259467209
12970,-1.8105337044081704
12971,-1.8105351177895215
12972,-1.8105326443065177
12973,-1.8105336317112735
12974,-1.8105362145665622
12975,-1.8105306352433221
12976,-1.810535492992599
12977,-1.810530171574906
12978,-1.8105348942062929
12979,-1.8105334092724306
12980,-1.8105282256799695
12981,-1.8105310522552718
12982,-1.8105318351378719
12983,-1.810536579544297
12984,-1.8105314413827989
12985,-1.8105348186351493
12986,-1.8105352554254661
12987,-1.8105326926676104
12988,-1.8105366179132372
12989,-1.8105317421997902
12990,-1.8105349853695847
12991,-1.8105291322745456
12992,-1.8105341292295425
12993,-1.8105314593857231
12994,-1.8105297500108892
12995,-1.8105362708885235
12996,-1.8104716269185275
12997,-1.8104961944054536
12998,-1.810501675189968
12999,-1.810499170389091
13000,-1.810520488081009
13001,-1.8105302750859005
13002,-1.8105352390849105
13003,-1.8105333225809648
13004,-1.8097627405066463
13005,-1.8075199585712807
13006,-1.807408204330539
13007,-1.8100053662998694
13008,-1.8105330518321938
13009,-1.81053505484042
13010,-1.8105351030048558
13011,-1.8105321050822425
13012,-1.810528228519951
13013,-1.8105336140468014
13014,-1.8105351785133608
13015,-1.8105311447142631
13016,-1.8105350559039282
13017,-1.810535967879178
13018,-1.8105338341393915
13019,-1.8105341258538816
13020,-1.8105352445498528
13021,-1.8105350039773926
13022,-1.8105299670683481
13023,-1.8105354146955028
13024,-1.8105324460875518
13025,-1.8105283797917555
13026,-1.8105327311376964
13027,-1.81053478851513
13028,-1.8105310521427949
13029,-1.810531874309618
13030,-1.8105363365182532
13031,-1.8105342820511627
13032,-1.8105365745545663
13033,-1.8105314892637823
13034,-1.8105295069870877
13035,-1.8105329876175804
13036,-1.8105327237635658
13037,-1.8105291046652874
13038,-1.8105334071855372
13039,-1.8101524678095682
13040,-1.810190244653129
13041,-1.8105312952449355
13042,-1.8105301540902852
13043,-1.8105283622680843
13044,-1.8105333545359594
13045,-1.8105344434102084
13046,-1.8105324276026078
13047,-1.810534953796985
13048,-1.8105320352825354
13049,-1.8105329650565072
13050,-1.8105333101151053
13051,-1.810528763197508
13052,-1.810536366213877
13053,-1.8105327516134861
13054,-1.8105349845154017
13055,-1.810531246343317
13056,-1.8105357606485848
13057,-1.8105239886601305
13058,-1.8105350637885738
13059,-1.8105325426808796
13060,-1.8105375136467916
13061,-1.8105233204466193
13062,-1.81053277986839
13063,-1.8105352051183226
13064,-1.810530407847287
13065,-1.8105335976866352
13066,-1.8105370461894115
13067,-1.8105330404986535
13068,-1.8105358533567355
13069,-1.8105294519219564
13070,-1.810536570089448
13071,-1.8105318602626068
13072,-1.8105340990986767
13073,-1.8105367751641592
13074,-1.810533747970744
13075,-1.8105347394357858
13076,-1.810533227104473
13077,-1.8105290158614076
13078,-1.8105323707323362
13079,-1.8105361114619787
13080,-1.8105329905324483
13081,-1.8105341075596724
13082,-1.8105331537034395
13083,-1.810532610671524
13084,-1.8105353808593678
13085,-1.8105325199518008
13086,-1.8105346952832189
13087,-1.8105339730900363
13088,-1.810534940278828
13089,-1.8105336125231883
13090,-1.8105299232608056
13091,-1.8105357058382048
13092,-1.8105279907852272
13093,-1.8105320007501995
13094,-1.8105372141592435
13095,-1.8105321938406675
13096,-1.810534614710166
13097,-1.810521462377117
13098,-1.8105302832782875
13099,-1.8105352532364032
13100,-1.8105363596528106
13101,-1.810532291161359
13102,-1.8105352322446486
13103,-1.810535353610182
13104,-1.8105327777797746
13105,-1.8105343333027717
13106,-1.8105353064965515
13107,-1.8105325263061454
13108,-1.8105275394764557
13109,-1.8105323831875624
13110,-1.8105365946466674
13111,-1.8105340774467436
13112,-1.81053227869428
13113,-1.8105354472179274
13114,-1.8105238607773664
13115,-1.8105355172912199
13116,-1.8105345668599409
13117,-1.8105310915387673
13118,-1.8105337201196028
13119,-1.810534383129416
13120,-1.8105295125191812
13121,-1.8105304524418655
13122,-1.810533998501928
13123,-1.8105353299855145
13124,-1.8105328014492754
13125,-1.8105362789769988
13126,-1.8105309816660164
13127,-1.8105352335752802
13128,-1.8105294595387817
13129,-1.8105368608548806
13130,-1.8105343405405834
13131,-1.8105334790661622
13132,-1.8105312161033784
13133,-1.8105359033263115
13134,-1.8105289292603266
13135,-1.810535788473053
13136,-1.81053332842107
13137,-1.8105349821396481
13138,-1.8105298536824017
13139,-1.810535825913756
13140,-1.8105287704347601
13141,-1.810531264714701
13142,-1.810536232266922
13143,-1.8105320715263182
13144,-1.8105350224908856
13145,-1.8105348217019814
13146,-1.8105339231032016
13147,-1.8105336568380868
13148,-1.8105351886835086
13149,-1.81053295290554
13150,-1.8105310396171235
13151,-1.8105323675162541
13152,-1.8105341093284828
13153,-1.8105364530069858
13154,-1.810535030292792
13155,-1.8105299281200056
13156,-1.8105344971628445
13157,-1.8105333735733242
13158,-1.8105267526509485
13159,-1.8105300392838541
13160,-1.8105350436391219
13161,-0.00015323878214055175
13162,0.0010514382555875325
13163,0.0075703985203880355
13164,0.025083253031481643
13165,0.05421216392185152
13166,0.07664562628046728
13167,0.10661129871293445
13168,0.1387986930222401
13169,0.17610037813481583
13170,0.2044482475041432
13171,0.23739633962465015
13172,0.2670904387334619
13173,0.30055875146826516
13174,0.34025532090552385
13175,0.39201437600772815
13176,0.41806454117675956
13177,0.4749850901602903
13178,0.5479444069237197
13179,0.5759931369578436
13180,0.5943221359451736
13181,0.6036238061535523
13182,0.6209816163912212
13183,0.6381546465497389
13184,0.6568053625026155
13185,0.6732575217400352
13186,0.6946810590909391
13187,0.7238763838639887
13188,0.7484269210208417
13189,0.7694079046730612
13190,0.7972656905110564
13191,0.8268196495743759
13192,0.8495172646472439
13193,0.8562179813319618
13194,0.850241260877282
13195,0.8452341550620875
13196,0.8476296747606707
13197,0.8510050077920598
13198,0.8452208547198488
13199,0.8248707552199072
13200,0.8038417838232836
13201,0.7813621720587632
13202,0.766137877889066
13203,0.7572985975478328
13204,0.7550207205185414
13205,0.7530539752469315
13206,0.744178338110286
13207,0.7255806978506921
13208,0.6991803888937196
13209,0.6715323166664101
13210,0.6268959585035169
13211,0.5919140830298911
13212,2.8152542634184054e-05
13213,0.0005982998189269955
13214,0.005356755895664537
13215,0.018141083708660306
13216,0.04001815768003347
13217,0.0683985463112584
13218,0.10001364182005373
13219,0.13693224317641609
13220,0.1814520277411035
13221,0.22125507582933046
13222,0.2530187537869381
13223,0.31780291386905596
13224,0.3587815171631264
13225,0.36105615819246534
13226,0.3517136245166849
13227,0.333574639542515
13228,0.3096957726191424
13229,0.27646434795842184
13230,0.23928723292218954
13231,0.15774347419989315
13232,0.129344387030575
13233,0.09888231582251744
13234,0.05759677610466161
13235,0.01815357319962701
13236,-0.0243335234311612
13237,-0.06765809500842536
13238,-0.10347099313062538
13239,-0.14125678217298535
13240,-0.18158882239445837
13241,-0.22914558238367683
13242,-0.25942803422712835
13243,-0.2957488665653722
13244,-0.33223788318446396
13245,-0.3558975767609497
13246,-0.37322108346030886
13247,-0.3908851352446343
13248,-0.40632388637581335
13249,-0.4220226849804886
13250,-0.43184156039250643
13251,-0.4459667427191789
13252,-0.4603968532168815
13253,-0.47052372356976196
13254,-0.4726776496172932
13255,-0.4782704206099478
13256,-0.49225410120207325
13257,-0.49743649150429914
13258,-0.4979654716752591
13259,-0.502536861210974
13260,-0.5111212635799792
13261,-0.5187113209050966
13262,-0.5237570596208618
13263,-0.5332003358308505
13264,-0.5520856975639127
13265,-0.5695142863898758
13266,-0.5844416020482609
13267,-0.6037014009696433
13268,-0.6150101215034851
13269,-0.6204571577391697
13270,-0.6188022890821678
13271,-0.6086146018217552
13272,-0.5962908149517897
13273,-0.5718225832463573
13274,-0.550787529113469
13275,-0.5279527056796729
13276,-0.4988732906537274
13277,-0.4664230516517922
13278,-0.4339033158861947
13279,-0.4034601639650172
13280,-0.3691198158559565
13281,-0.3422092383826318
13282,-0.3033464187493082
13283,-0.2594906476531449
13284,-0.22350915859888068
13285,-0.2000341151230075
13286,-0.18022365444066743
13287,-0.1582763035452276
13288,-0.1456989013993372
13289,-0.1196075798447942
13290,-0.0956546958910901
13291,-0.06769625063771063
13292,-0.03274924418952538
13293,-0.0025068092845617665
13294,0.037085642107151116
13295,0.06691241923977508
13296,0.09345241893357498
13297,0.12391818885395649
13298,0.14680640375606413
13299,0.17572238999026954
13300,0.18647222453051543
13301,0.19748578276888457
13302,0.19868329639298968
13303,0.19364649920426333
13304,0.1892842809804379
13305,0.1871984419670258
13306,0.17788373877111033
13307,0.1675514845839832
13308,0.15443879904403252
13309,0.13613330809833887
13310,0.11490068313961438
13311,0.09720768213046227
13312,0.08233160310480958
13313,0.06626692201272764
13314,0.042050064093913694
13315,0.01617222281623601
13316,-0.006196524908901742
13317,-0.022109390994274267
13318,-0.05323003507197584
13319,-0.0896720738275044
13320,-0.1363982803198458
13321,-0.17752640531542302
13322,-0.21214972446601466
13323,-0.2588801741782268
13324,-0.29759029902944095
13325,-0.328055110519448
13326,-0.3621809549920221
13327,-0.39610404730943005
13328,-0.43619461054256553
13329,-0.46437873852440825
13330,-0.49564760412914927
13331,-0.5248624043449266
13332,-0.5424206327983446
13333,-0.5682895221640955
13334,-0.6044404252096084
13335,-0.6409089155988568
13336,-0.6743006670393803
13337,-0.7231520562043698
13338,-0.7588744730622298
13339,-0.8029493506973898
13340,-0.8472082617643181
13341,-0.8835006525204018
13342,-0.9407637629142711
13343,-0.9838886256094147
13344,-1.0234974444001401
13345,-1.0576052811040535
13346,-1.0808921112651502
13347,-1.1092040768038491
13348,-1.1404900940933613
13349,-1.1813668930017986
13350,-1.2128666725733184
13351,-1.2423921852763937
13352,-1.2757891448092549
13353,-1.2906858695179446
13354,-1.3043828163580828
13355,-1.3174009747263504
13356,-1.327408523908312
13357,-1.334605583692069
13358,-1.3389392686751764
13359,-1.3399133927862825
13360,-1.3423849713028846
13361,-1.3441437359135318
13362,-1.341242308788166
13363,-1.3351402229841103
13364,-1.3299469124659606
13365,-1.3262079248754604
13366,-1.3177190938779988
13367,-1.3079442102688228
13368,-1.3021892136584474
13369,-1.3015197998384236
13370,-1.3028259823859163
13371,-1.3183123856764796
13372,-1.327979675973901
13373,-1.3351111179522168
13374,-1.3459677719997902
13375,-1.3537181300805485
13376,-1.3550582932027109
13377,-1.345280664370514
13378,-1.3153940958500376
13379,-1.2845684517867915
13380,-1.252563366020216
13381,-1.214754490612655
13382,-1.196993482528971
13383,-1.1895497363490328
13384,-1.1843931002113444
13385,-1.178704157423587
13386,-1.1755105548022278
13387,-1.541792870535496e-06
13388,0.0005117697325949413
13389,0.003117347462923806
13390,0.0037480036344673968
13391,-0.006688273548495083
13392,-0.018776260016315233
13393,-0.048214744363123764
13394,-0.07722758733719717
13395,-0.09708950642291495
13396,-0.11097161551880735
13397,-0.12161665822762531
13398,-0.1371652413632204
13399,-0.16633187175899788
13400,-0.19193516351507434
13401,-0.21266045510188683
13402,-0.22759604350412224
13403,-0.24955838646987358
13404,-0.2786990243594465
13405,-0.3112730251561515
13406,-0.351826286304158
13407,-0.3730284210625693
13408,-0.39789320103475995
13409,-0.4187670365400044
13410,-0.43569422301334615
13411,-0.4559356994819362
13412,-0.47870589348660925
13413,-0.5080892568306803
13414,-0.5457624108995428
13415,-0.5844974101343611
13416,-0.6200974422677111
13417,-0.6587522350484587
13418,-0.6869398951342217
13419,-0.7159844581499744
13420,-0.7390933753872599
13421,-0.752817391900589
13422,-0.7651442575534972
13423,-0.7961418547967444
13424,-0.8117236257317866
13425,-0.8366105463353326
13426,-0.8565214008326428
13427,-0.8838545534281577
13428,-0.9165113846612621
13429,-0.94812897567735
13430,-0.9638561772307057
13431,-0.9778510047731518
13432,-0.99408793760014
13433,-1.0251130404774271
13434,-1.0486404457273792
13435,-1.0952354379562736
13436,-1.1338549490622134
13437,-1.213438534425403
13438,-1.2973286750117508
13439,-1.358723024673507
13440,-1.3827358623287107
13441,-1.4052533407182886
13442,-1.4208629792384828
13443,-1.4374550481024932
13444,-1.4483126305366507
13445,-1.4521360179916512
13446,-1.4503131780641594
13447,-1.434423198994661
13448,-1.409032247236126
13449,-1.3770136400457456
13450,-1.3499713406142488
13451,-1.3215282454887807
13452,-1.2909752975107407
13453,-1.2659422938516725
13454,-1.2303778683604336
13455,-1.208080929134698
13456,-1.1806882836016033
13457,-1.1454079390772027
13458,-1.1156302608006445
13459,-1.0931722310850969
13460,-1.0710758650412422
13461,-1.0574111926756027
13462,-1.0628234257046845
13463,-1.0752721669560947
13464,-1.112124457719981
13465,-1.1535914079081797
13466,-1.1991519022095547
13467,-1.2524770562151701
13468,-1.2856134214819195
13469,-1.3164477822559018
13470,-1.3552900874426805
13471,-1.4081390475508084
13472,-1.4440358218442715
13473,-1.4674962377044534
13474,-1.4886923273563744
13475,-1.5057296219406755
13476,-1.5167497648945305
13477,-1.5162488663733984
13478,-1.4962425934839783
13479,-1.46222454235506
13480,-1.4212774850309133
13481,-1.3834161383060943
13482,-1.3514017258485873
13483,-1.3109194376566315
13484,-1.272903339257294
13485,-1.2358331309394084
13486,-1.19575238249636
13487,-1.145538245312848
13488,-1.1033399116768714
13489,-1.0703090962261663
13490,-1.036169868291453
13491,-1.0095387296196734
13492,-0.9979688319724903
13493,-0.9969064796254993
13494,-1.0118243319240037
13495,-1.0386332568790224
13496,-1.0833342751020634
13497,-1.1210946951240846
13498,-1.1586753628886826
13499,-1.191598637797085
13500,-1.2245282911591517
13501,-1.2651110595821613
13502,-1.292746120840208
13503,-1.3127532314227346
13504,-1.3413802662895258
13505,-1.3656797909933256
13506,-1.3902834939415636
13507,-1.4097752437938644
13508,-1.4425080896735718
13509,-1.4711372725588243
13510,-1.4998362952732207
13511,-1.5122753393376582
13512,-1.5405177090399251
13513,-1.5831117166292275
13514,-1.6046797103993649
13515,-1.6205020316437244
13516,-1.638116491911922
13517,-1.6520857055229714
13518,-1.6546087811694463
13519,-1.650666347519683
13520,-1.6419649124841862
13521,-1.6232626914255777
13522,-1.5901457007852247
13523,-1.549720511148787
13524,-1.5036799159984706
13525,-1.4592363842316465
13526,-1.4167172483322072
13527,-1.394382398694584
13528,-1.3823777858334656
13529,-1.3875625935447684
13530,-1.409809280973597
13531,-1.4522254546117466
13532,-1.4885578482502886
13533,-1.5257735804304982
13534,-1.578232309598407
13535,-1.6215630552743656
13536,-1.660490603315355
13537,-1.6905406322651564
13538,-1.70270123853253
13539,-1.7080001511448037
13540,-1.862750263350347e-05
13541,-0.00011209072380568537
13542,0.00035903066278028235
13543,0.005375104834620849
13544,0.024337807398050627
13545,0.04389119640961993
13546,0.07228723521955933
13547,0.10761767897710105
13548,0.13355769753916233
13549,0.16454300059793586
13550,0.19064752218629386
13551,0.2143802066634431
13552,0.22519492026030816
13553,0.241094724659007
13554,0.24684163119434596
13555,0.2525789045309925
13556,0.26137223910573054
13557,0.2808063914570323
13558,0.30649431124219134
13559,0.3343771511984643
13560,0.3538309514789878
13561,0.3745026358960499
13562,0.40335150824134514
13563,0.4899193643166932
13564,0.5673657841785619
13565,0.5933914832883961
13566,0.6024566240813574
13567,0.6052788942455583
13568,0.6103395888858231
13569,0.6148084024911529
13570,0.6241492925138851
13571,0.6421603821958846
13572,0.6548660184439851
13573,0.6651447984301571
13574,0.6782320916449744
13575,0.7006706675729546
13576,0.7301115618242783
13577,0.770940916501432
13578,0.809739657296565
13579,0.8423128269636485
13580,0.8778709336781878
13581,0.9284792341522622
13582,0.9718193435956698
13583,1.0157075851024713
13584,1.0596126992799668
13585,1.1017393316059825
13586,1.144573170668302
13587,1.1938402555056273
13588,1.238493789826166
13589,1.2756922993384157
13590,1.3212639553720582
13591,1.3725315619346803
13592,1.4063266125101808
13593,1.4521196513983705
13594,1.4864190723890764
13595,1.5285013789162867
13596,1.5693540746535402
13597,1.6118596467071558
13598,1.6427551191115322
13599,1.6696801433018476
13600,1.7555756457630651
13601,-1.4699626840195957e-06
13602,0.00013915492482653526
13603,0.0021381323148790972
13604,0.005962268011427698
13605,0.010095014784017286
13606,0.022966146142869265
13607,0.04126912883691129
13608,0.060956367017609855
13609,0.07962112239611381
13610,0.14970097974523494
13611,0.23247396527395797
13612,0.2731559114922345
13613,0.3064564206418037
13614,0.3473436135127818
13615,0.38713312246617304
13616,0.43178698408655153
13617,0.46411615846166715
13618,0.48438983819819337
13619,0.4953798571180151
13620,0.5021922404403555
13621,0.5012891414492237
13622,0.4878669893667659
13623,0.46774805542080516
13624,0.4435674995317452
13625,0.4183465522758006
13626,0.3775285434817371
13627,0.33625354431713267
13628,0.2916703771778747
13629,0.2689444747671817
13630,0.23419872893378904
13631,0.20701822198295788
13632,0.179833054697702
13633,0.1500261466792595
13634,0.13110346248566154
13635,0.10976486546606079
13636,0.08866683206227716
13637,0.06475177005992327
13638,0.038703416740402175
13639,0.006009731059915384
13640,-0.023724752617856282
13641,-0.04435230533422247
13642,-0.08052932094763321
13643,-0.11394574451373757
13644,-0.14476071030001492
13645,-0.17755669452093562
13646,-0.21131402125558074
13647,-0.24441852238615702
13648,-0.28023211294645856
13649,-0.30310328057813124
13650,-0.3210286789357437
13651,-0.3382340644646733
13652,-0.35859068325174887
13653,-0.3722852089075856
13654,-0.38101521543369365
13655,-0.3813902431131761
13656,-0.3698236977119521
13657,-0.3541234691320912
13658,-0.33918978565991265
13659,-0.3140078460919606
13660,-0.28775779286631686
13661,-0.2634366430681908
13662,-0.2504002644242728
13663,-0.24228016867504884
13664,-0.2436987931418752
13665,-0.2543825075941583
13666,-0.26898152032999106
13667,-0.28110954568525387
13668,-0.2848978468479014
13669,-0.28284452222509154
13670,-0.25257984652874765
13671,-0.20684748691327834
13672,4.5209466451535e-06
13673,0.0006002360049734673
13674,0.005467227280413444
13675,0.020790418637583533
13676,0.07108868369402452
13677,0.09948717284845368
13678,0.1281145287285521
13679,0.1480271366886936
13680,0.19148402040782997
13681,0.21814338575739503
13682,0.2844193154106724
13683,0.36544853020967144
13684,0.41013939603438476
13685,0.44411055864840404
13686,0.4912696230079593
13687,0.5202621629228145
13688,0.5477388132295798
13689,0.5738393213725739
13690,0.5988332148995941
13691,0.6223984083098374
13692,0.6338573970312045
13693,0.6587995351589883
13694,0.6720631038781723
13695,0.6847421148978634
13696,0.7086501142184006
13697,0.7261994593121387
13698,0.7508783711545811
13699,0.7682287300426432
13700,0.795201284684029
13701,0.8024155085052062
13702,0.7997235328510395
13703,0.771689620010051
13704,0.7396374569528301
13705,0.7114625611233848
13706,0.665452657828835
13707,0.6387802570813694
13708,0.5988719323081547
13709,0.5716779549269639
13710,0.5521084256998285
13711,0.5367265395385946
13712,0.5239534901671912
13713,0.5189805803324463
13714,0.5150459250949491
13715,0.516416572006432
13716,0.5201401572009828
13717,0.5285618767433551
13718,0.5420128555634357
13719,0.5607159031390333
13720,0.5916690379648981
13721,0.6229583761624493
13722,0.6518616526333959
13723,0.6822348795834338
13724,0.7237216888809055
13725,0.7551981807499538
13726,0.79541719368089
13727,0.8429512872320764
13728,0.887815952285433
13729,0.9311590716150137
13730,0.9707625165495937
13731,1.005717933482344
13732,1.0480509247044483
13733,1.091721496554208
13734,1.1790668228615335
13735,1.1874623634837975
13736,1.20969840308545
13737,1.22895475648129
13738,1.2485275717734183
13739,1.2584987618899277
13740,1.2606752704485684
13741,1.2639063927496308
13742,1.2665541246737806
13743,1.2645562228392773
13744,1.2519557278506555
13745,1.2401790725078814
13746,1.2230955252335425
13747,1.1998438706428864
13748,1.17140682222588
13749,1.1455953661085518
13750,1.1087760662797121
13751,1.083110347239744
13752,1.046624453801221
13753,1.006015149963111
13754,0.9718408458387771
13755,0.9410558496949715
13756,0.9108939275554935
13757,0.8795177709887634
13758,0.8519687867191607
13759,0.8242331263101521
13760,0.7957921312119703
13761,0.7608097129693678
13762,0.7177938476014785
13763,0.6506253903656124
13764,0.6179323604324377
13765,0.5885780368926921
13766,0.5255987944808815
13767,0.49533115640846936
13768,0.45443398637676774
13769,0.41528506224792466
13770,0.37514476477632375
13771,0.3262407111023937
13772,0.28624937396847816
13773,0.25336313521811876
13774,0.22607164851870978
13775,0.18955814562662543
13776,0.15240197006671807
13777,0.10635915680279634
13778,0.0621417028893165
13779,0.0346984753332132
13780,0.010432074810912462
13781,-0.022546658348560934
13782,-0.05622729714559675
13783,-0.0906730202165021
13784,-0.1342301585986098
13785,-0.17176102457251782
13786,-0.20233535015430418
13787,-0.2384267359345725
13788,-0.2754560900632567
13789,-0.31222250104586013
13790,-0.3570763135402686
13791,-0.3911397346532249
13792,-0.4283250990371625
13793,-0.48124258730684283
13794,-0.5239109669776272
13795,-0.5671888510294338
13796,-0.6090933086253912
13797,-0.6448868236903829
13798,-0.724375692419123
13799,-0.7664451534250826
13800,-0.8039633579709978
13801,-0.8275569546503805
13802,-0.865155043811506
13803,-0.8940154553646272
13804,-0.9253833855860828
13805,-0.9529315717075139
13806,-0.9932639938108863
13807,-1.0271052162501975
13808,-1.0661148735661838
13809,-1.1021760277314865
13810,-1.1344129724241743
13811,-1.1701080946493947
13812,-1.2040164525999772
13813,-1.2311889985169098
13814,-1.2613915533124456
13815,-1.2842228110092992
13816,-1.3049486637901
13817,-1.3147539579863239
13818,-1.3251381985151054
13819,-1.3447244080164964
13820,-1.3707527750678443
13821,-1.395210573794163
13822,-1.404032188060206
13823,-1.411739699559938
13824,-1.4279218420779467
13825,-1.4543422224531524
13826,-1.4879727783869647
13827,-1.5085466221903714
13828,-1.5247719622605944
13829,-1.5378260839764055
13830,-1.5470569478357041
13831,-1.5728902382600096
13832,-1.5955778651051877
13833,-1.6194778838998856
13834,-1.6495104811314436
13835,-1.6677620911834008
13836,-1.6966320558083787
13837,-1.7147128289076328
13838,-1.7260227204659169
13839,-1.1742179807759226e-05
13840,0.00016207544295355166
13841,0.002479781922413071
13842,0.009732200985997084
13843,0.01740953294711386
13844,0.03369603267757931
13845,0.05204659553699733
13846,0.0700854303500506
13847,0.08830634177780974
13848,0.1144372010638391
13849,0.14312481698933377
13850,0.18036500421366855
13851,0.21632469400721155
13852,0.2560134255754092
13853,0.29708827710310065
13854,0.3395942022048545
13855,0.3887015147802184
13856,0.4238727858214305
13857,0.4593046450188709
13858,0.5101191672456048
13859,0.5505116793583765
13860,0.5898589033299749
13861,0.6259461668875145
13862,0.6615131946864193
13863,0.6955968939503498
13864,0.7292769020038083
13865,0.7460115407386363
13866,0.766555327776393
13867,0.7817834763549855
13868,0.7874474173192639
13869,0.7849195879753786
13870,0.7780962676539597
13871,0.7660947405668714
13872,0.7437348443369441
13873,0.7086516596609508
13874,0.6610203234879427
13875,0.619978475670636
13876,0.5841640926698781
13877,0.5496337704879298
13878,0.4919080812945926
13879,0.455444669154635
13880,0.41124324822622116
13881,0.3671965646760668
13882,0.31596278750811985
13883,0.27198825024396817
13884,0.2276663162871314
13885,0.1909191116467175
13886,0.14647501439026403
13887,0.10218182906390977
13888,0.05800928793682344
13889,0.013793738556676101
13890,-0.03024368125506774
13891,-0.08113763965675759
13892,-0.12454754840004224
13893,-0.16064123526075252
13894,-0.20340239694199883
13895,-0.25283125278600693
13896,-0.28775585951249727
13897,-0.3294900885238603
13898,-0.3709628094526768
13899,-0.4120949127063834
13900,-0.4599796961281859
13901,-0.5007193844942669
13902,-0.5349375790450235
13903,-0.5824228319909928
13904,-0.6232282877503303
13905,-0.6574026011791942
13906,-0.6983798727860815
13907,-0.7396206184287355
13908,-0.7813255084086909
13909,-0.8231669776990932
13910,-0.8651609793877971
13911,-0.907347284104179
13912,-0.9497886091546955
13913,-0.9973859805358647
13914,-1.025018141043256
13915,-1.077862497992956
13916,-1.1166320399344853
13917,-1.1482943711526181
13918,-1.1859533903949164
13919,-1.2231313586802648
13920,-1.2655295592717368
13921,-1.3021490526008503
13922,-1.3314127570747558
13923,-1.365548991774159
13924,-1.3887847517989462
13925,-1.393340493044262
13926,-1.3805996561838105
13927,-1.3590374211917406
13928,-1.3419049799192229
13929,-1.3257818217969104
13930,-1.3006043344012967
13931,-1.2822382658558225
13932,-1.2571206704078808
13933,-1.227232893887305
13934,-1.1946104881371233
13935,-1.155578005796167
13936,-1.1268668138695255
13937,-1.0912931811807522
13938,-1.0538812686676373
13939,-1.015352199289751
13940,-0.9699507859532331
13941,-0.9360132968023187
13942,-0.8947307836557494
13943,-0.8533654625156963
13944,-0.8121635866991089
13945,-0.7687979729938814
13946,-0.7251955721052853
13947,-0.6836728962659465
13948,-0.6359759919220082
13949,-0.5999436282301525
13950,-0.5542798225533915
13951,-0.5101641951115026
13952,-0.46619052715211634
13953,-0.4215995565200555
13954,-0.3777798150890698
13955,-0.3273839481417821
13956,-0.29088937215268557
13957,-0.24622154044193592
13958,-0.2042751723962076
13959,-0.15418527348720001
13960,-0.1182122161272537
13961,-0.07359807752391898
13962,-0.02862170948865343
13963,0.022092107674157264
13964,0.05940627828167134
13965,0.11055375695901117
13966,0.15385113713229082
13967,0.19716416170584433
13968,0.24200206108672256
13969,0.279455755886329
13970,0.32173901642023955
13971,0.3719099858469725
13972,0.40818145189424626
13973,0.4503367466900502
13974,0.4920707217775214
13975,0.5345623642529902
13976,0.5836144386890652
13977,0.6228111540270318
13978,0.6574736206214069
13979,0.7076467089754584
13980,0.7424778658414131
13981,0.7813717875643462
13982,0.8177075406452284
13983,0.854453704026208
13984,0.890399367395706
13985,0.920540980602313
13986,0.9500010429764693
13987,0.9801599686941559
13988,1.0105048329278639
13989,1.0381608854181883
13990,1.0590830144178311
13991,1.0852982615140871
13992,1.105650622947204
13993,1.1241245699162925
13994,1.1411794381498617
13995,1.1656231327246804
13996,1.1848286048000933
13997,1.1986321085854554
13998,1.2116073098667777
13999,1.234184105354163
14000,1.254665918689987
14001,1.2790385290003885
14002,1.2954315249429846
14003,1.3110294958817088
14004,1.3300753306809046
14005,1.3441013786005662
14006,1.3596025078475098
14007,1.380030568027897
14008,1.402056992653924
14009,1.4200281033473323
14010,1.4388846128935144
14011,1.4525441354961406
14012,1.4640790423549515
14013,1.4777148806925242
14014,1.4884357006847135
14015,1.4971189728790737
14016,1.501361637756624
14017,1.5088391934031968
