,reward
640,-711
641,-589
642,-603
643,-577
644,-591
645,-585
646,-577
647,-577
648,-594
649,-580
650,-584
651,-582
652,-587
653,-574
654,-576
655,-576
656,-605
657,-582
658,-593
659,-582
660,-575
661,-582
662,-596
663,-608
664,-578
665,-574
666,-576
667,-621
668,-576
669,-575
670,-582
671,-570
672,-580
673,-576
674,-586
675,-580
676,-590
677,-588
678,-577
679,-576
680,-578
681,-595
682,-585
683,-581
684,-589
685,-574
686,-576
687,-578
688,-576
689,-572
690,-577
691,-571
692,-577
693,-571
694,-576
695,-582
696,-576
697,-580
698,-624
699,-580
700,-586
701,-575
702,-575
703,-581
704,-591
705,-574
706,-580
707,-574
708,-585
709,-585
710,-580
711,-574
712,-574
713,-581
714,-572
715,-583
716,-580
717,-606
718,-590
719,-581
720,-595
721,-579
722,-588
723,-585
724,-578
725,-576
726,-576
727,-573
728,-576
729,-603
730,-571
731,-618
732,-581
733,-576
734,-573
735,-574
736,-580
737,-580
738,-587
739,-592
740,-607
741,-576
742,-582
743,-581
744,-578
745,-583
746,-578
747,-586
748,-582
749,-589
750,-586
751,-600
752,-582
753,-596
754,-577
755,-579
756,-579
757,-580
758,-570
759,-576
760,-589
761,-578
762,-582
763,-588
764,-585
765,-580
766,-581
767,-581
768,-570
769,-567
770,-618
771,-571
772,-572
773,-576
774,-586
775,-580
776,-576
777,-591
778,-595
779,-579
780,-568
781,-572
782,-580
783,-637
784,-580
785,-582
786,-572
787,-584
788,-572
789,-570
790,-572
791,-572
792,-581
793,-572
794,-572
795,-579
796,-574
797,-584
798,-576
799,-574
800,-573
801,-575
802,-574
803,-581
804,-576
805,-580
806,-572
807,-585
808,-572
809,-572
810,-571
811,-570
812,-572
813,-576
814,-573
815,-574
816,-572
817,-568
818,-574
819,-570
820,-572
821,-569
822,-572
823,-575
824,-570
825,-571
826,-578
827,-576
828,-571
829,-570
830,-569
831,-576
832,-575
833,-575
834,-575
835,-578
836,-580
837,-595
838,-586
839,-572
840,-573
841,-570
842,-573
843,-570
844,-574
845,-574
846,-566
847,-579
848,-574
849,-571
850,-578
851,-582
852,-576
853,-626
854,-578
855,-588
856,-581
857,-596
858,-581
859,-582
860,-582
861,-574
862,-577
863,-582
864,-576
865,-579
866,-575
