,loss
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,28.770894391196116
35,16.48210652033488
36,13.624379893143972
37,14.214735126495361
38,14.495837832942154
39,14.865632915496827
40,15.265896288302576
41,15.040656010309855
42,14.935872875849405
43,15.366449454625448
44,15.827566423416137
45,16.25929075738658
46,17.030002629055698
47,17.54141059595877
48,17.37637544992402
49,18.007754939397177
50,17.99427191734314
51,18.187874297134016
52,17.944829575220744
53,18.127952014923096
54,18.033284082286684
55,18.28319624265035
56,18.28419850436124
57,18.315659713745116
58,18.474817997614544
59,18.49406181556591
60,18.940410000483194
61,18.92538248536959
62,19.251882375672807
63,19.55193943530321
64,19.41979562859786
65,19.29941587599497
66,19.363528760274253
67,19.444890944163003
68,19.18069720711407
69,19.402588885625203
70,19.21233149210612
71,19.145170548756916
72,18.896560255686442
73,18.63307630856832
74,18.609245456059774
75,18.69534786224365
76,18.909397323176545
77,18.886297521383867
78,19.097721478877922
79,18.931618052370407
80,19.117833375930786
81,19.367356535317242
82,18.797694155510435
83,18.905327382295027
84,19.230173459419838
85,19.157481731068003
86,19.671082712709904
87,20.26176144526555
88,19.690293962305244
89,19.81234547629285
90,19.439664577615673
91,19.46955207608781
92,19.625991821289062
93,19.326989543681243
94,19.549231445580197
95,19.035084526493865
96,20.815561771392822
97,19.933899584069717
98,19.33883211191963
99,19.248916397094728
100,19.37818088531494
101,19.846172556465056
102,19.610649360893923
103,19.531612918490456
104,19.530961172921316
105,20.147567168526027
106,19.448245831193596
107,19.396270440294852
108,19.240995089213055
109,19.635459636285052
110,19.579749937980406
111,19.583741093729877
112,19.223408344813755
113,19.638525933485766
114,19.92962800695541
115,19.70304862658183
116,20.192596552323323
117,19.738720587528114
118,19.260669231414795
119,20.519658479935085
120,20.201131141791908
121,20.626893731612192
122,20.466527190862916
123,20.50182314886563
124,20.547258529663086
125,20.019728934928164
126,20.168679469340557
127,20.19192123413086
128,20.13342401186625
129,20.437474780612522
130,20.319358070691425
131,20.548573483477583
132,19.90207370635002
133,20.237102052439813
134,21.011276209129477
135,19.750432173411053
136,20.149857697663485
137,20.838576453072683
138,20.339715797122164
139,20.7360964457194
140,20.775740990271935
141,21.080623937207598
142,20.919638016644647
143,21.543535910712347
144,21.204619006834168
145,21.912615555983322
146,21.27933777703179
147,21.90869265017302
148,21.195037726896356
149,21.353280585152763
150,21.434281079274303
151,21.850893314068134
152,21.78674538930257
153,21.566496237000422
154,21.261434386758243
155,21.39482313302847
156,22.051360501183403
157,21.750216536088423
158,21.532310388856015
159,21.85676504551679
160,22.223046897114187
161,21.835284619717985
162,21.743711362566266
163,22.000978996013774
164,22.363420455182187
165,21.78395028045212
166,22.32027785632075
167,21.975348872523153
168,22.214323043823242
169,22.492051021869365
170,22.352027105906654
171,22.12010232792344
172,22.444183015823363
173,22.840977925520676
174,22.56967187856699
175,22.46562358695017
176,22.623216417100693
177,22.559036775068805
178,23.0133571122822
179,23.178274812369512
180,23.200178087674654
181,22.44263709675182
182,22.644932985305786
183,23.299592547946506
184,23.03366442424495
185,23.896713454147864
186,23.171202843649347
187,23.90318352835519
188,23.70845667521159
189,23.73015389442444
190,23.38626902444022
191,24.129360314571496
192,24.053006172180176
193,23.37220497736855
194,24.245562144688197
195,23.848507050544985
196,24.366629962263435
197,24.064841270446777
198,24.294462203979492
199,24.410586708470394
200,24.61309866110484
201,24.691334025065103
202,24.59391017292821
203,24.784270450986664
204,24.81901879146181
205,24.368314388820103
206,24.294608513514202
207,24.78663480849493
208,24.117138821145762
209,24.383681360880534
210,24.762034098307293
211,25.09158530602088
212,25.2600504004437
213,24.488220157045305
214,24.938103485107423
215,24.77135063881098
216,24.844260613123577
217,25.1006596883138
218,25.640240526199342
219,24.393136024475098
220,25.39561026951052
221,25.237433995956028
222,25.22638651903938
223,26.273843880855676
224,25.943033305081453
225,26.625662803649902
226,25.473867177963257
227,25.900337648391723
228,25.857706785202026
229,25.717117049477316
230,25.74073818751744
231,25.243464787801106
232,25.857088503630266
233,26.362372900310316
234,26.062162825401792
235,25.976003901163736
236,26.08432029955315
237,27.2413735071818
238,26.625094890594482
239,26.213342926718973
240,25.93932096693251
241,26.718020607443417
242,26.077242328274636
243,26.651036908549646
244,26.57718219075884
245,26.742537274772737
246,26.77303753580366
247,27.072986853750127
248,27.30562834306197
249,26.99774549592216
250,27.026044400533042
251,27.748008926709492
252,27.116827989879408
253,27.21160398210798
254,27.340316984388565
255,27.393370076229697
256,27.710103548490086
257,27.033288690778946
258,27.353402495384216
259,27.90700259208679
260,27.693139843824433
261,27.713534876505534
262,26.073416352272034
263,27.35301420823583
264,27.978580811444452
265,27.86691547393799
266,28.068633743479282
267,28.00210326058524
268,28.288807067871094
269,28.431690797967427
270,28.52338935233451
271,28.379827903978754
272,28.534990310668945
273,28.984829425811768
274,28.24376077362985
275,28.304311252775648
276,29.16621297200521
277,28.277379885586825
278,28.568867365519207
279,28.796339602083773
280,29.032775370279946
281,29.171697510613335
282,29.011733620255082
283,28.62993335723877
284,28.43964708419073
285,29.850735800606863
286,29.583357763290405
287,29.347802374098038
288,29.68442137345024
289,28.555407317909033
290,29.4226015339727
291,28.68188852071762
292,29.11706166389661
293,29.105303557022758
294,29.180114364624025
295,29.79026436805725
296,27.908403396606445
297,30.66434267947548
298,29.989209430318482
299,29.629484721592494
300,30.006670995859
301,29.447360311235702
302,30.33099733397018
303,30.32493711554486
304,30.889900588989256
305,31.587005070277623
306,30.39363399022062
307,30.774385579427083
308,30.406807441711425
309,31.16108095323717
310,30.54052857293023
311,31.727343999422512
312,31.64493554325427
313,30.789215954867277
314,30.660055732727052
315,32.23799158025671
316,31.071493396511325
317,30.90704392413704
318,31.389804608894117
319,31.196590404317835
320,30.570955806308323
321,30.79569373259673
322,31.715784677645054
323,31.594610044691297
324,30.771232843399048
325,31.879790623982746
326,31.7374440068784
327,31.290360409280527
328,32.08037786898406
329,32.05276247660319
330,31.825803399086
331,31.52401771951229
332,31.34288393217942
333,31.989184428484013
334,32.022554304541615
335,30.423606191362655
336,31.683979342060706
337,31.80967511357488
338,32.02186721304189
339,31.66766787178909
340,31.761007374730603
341,32.11831308666029
342,32.735218452684805
343,29.283957481384277
344,31.86479266096906
345,32.27861751727204
346,32.06876306276064
347,30.785964012145996
348,32.348541699923004
349,33.199687004089355
350,32.45505885074013
351,32.65172493976095
352,32.97090923786163
353,32.496265729268394
354,33.24207957131522
355,33.10540857315063
356,32.76082092607525
